student_id,question_id,topic,is_correct
19,Q4423,Algebra,False
19,Q5255,Statistics,True
19,Q6361,Waves & Optics,True
19,Q2555,Algebra,False
19,Q6564,Reading Comprehension,True
19,Q5087,Statistics,False
19,Q7539,Vocabulary,True
19,Q6367,Mechanics,True
19,Q3064,Algebra,False
19,Q2497,Algebra,True
19,Q5557,Statistics,False
19,Q5458,Statistics,False
19,Q3700,Algebra,True
19,Q6881,Vocabulary,True
19,Q6046,Mechanics,True
19,Q7802,Vocabulary,True
19,Q5877,Algebra,False
19,Q4170,Statistics,False
19,Q7187,Vocabulary,True
19,Q6955,Vocabulary,True
19,Q6294,Mechanics,False
19,Q2548,Algebra,False
19,Q4949,Geometry,False
20,Q3286,Algebra,True
20,Q3551,Algebra,True
20,Q3704,Algebra,True
20,Q8328,Vocabulary,False
20,Q3084,Algebra,False
20,Q8108,Vocabulary,True
20,Q5270,Algebra,False
20,Q4786,Statistics,True
20,Q6080,Inorganic,False
20,Q7660,Vocabulary,False
20,Q2460,Algebra,True
20,Q8707,Vocabulary,False
20,Q6938,Grammar,False
20,Q6814,Reading Comprehension,False
20,Q3695,Statistics,True
20,Q5242,Algebra,False
20,Q6518,Reading Comprehension,False
20,Q6833,Reading Comprehension,False
20,Q7414,Vocabulary,True
20,Q5282,Algebra,False
20,Q4087,Algebra,True
20,Q7572,Vocabulary,False
20,Q8840,Vocabulary,False
20,Q6451,Reading Comprehension,False
20,Q5812,Statistics,False
20,Q5901,Trigonometry,False
20,Q8527,Vocabulary,True
20,Q8836,Vocabulary,False
21,Q8265,Vocabulary,True
21,Q3641,Algebra,True
21,Q4279,Algebra,True
21,Q2851,Algebra,True
21,Q8837,Vocabulary,False
21,Q8759,Vocabulary,True
21,Q2957,Algebra,False
21,Q6411,Reading Comprehension,False
21,Q7840,Vocabulary,False
21,Q2387,Statistics,True
21,Q5787,Algebra,True
21,Q3268,Algebra,True
21,Q6854,Reading Comprehension,False
21,Q7014,Vocabulary,False
21,Q4756,Geometry,False
21,Q8824,Vocabulary,True
21,Q5118,Algebra,True
21,Q3779,Algebra,True
21,Q6477,Reading Comprehension,False
21,Q5043,Algebra,False
21,Q2928,Statistics,True
21,Q6317,Inorganic,True
21,Q2041,Algebra,True
21,Q2326,Algebra,False
21,Q3986,Statistics,True
21,Q4084,Algebra,False
21,Q4652,Statistics,False
21,Q8176,Vocabulary,False
21,Q4520,Algebra,True
22,Q2473,Statistics,True
22,Q5158,Algebra,True
22,Q4128,Algebra,True
22,Q5563,Algebra,True
22,Q3555,Algebra,True
22,Q8721,Vocabulary,True
22,Q2373,Statistics,True
22,Q6292,Waves & Optics,False
22,Q4582,Algebra,True
22,Q7917,Vocabulary,True
22,Q3639,Algebra,True
22,Q5021,Algebra,True
22,Q4205,Statistics,True
22,Q7609,Vocabulary,True
22,Q3013,Algebra,True
22,Q8085,Vocabulary,True
23,Q5861,Statistics,False
23,Q6481,Reading Comprehension,False
23,Q6396,Reading Comprehension,False
23,Q8851,Grammar,False
23,Q4071,Algebra,True
23,Q8741,Grammar,True
23,Q8601,Grammar,False
23,Q4522,Algebra,False
23,Q4229,Algebra,True
23,Q8768,Vocabulary,True
23,Q5103,Statistics,True
23,Q7946,Vocabulary,True
23,Q7986,Grammar,True
23,Q5179,Algebra,True
23,Q7193,Grammar,True
23,Q4046,Statistics,False
24,Q6763,Reading Comprehension,False
24,Q8513,Vocabulary,False
24,Q3537,Algebra,False
24,Q3140,Algebra,False
24,Q6260,Electricity & Magnetism,False
24,Q6050,Inorganic,True
24,Q6266,Inorganic,True
24,Q8372,Vocabulary,False
24,Q5248,Algebra,False
24,Q5283,Statistics,True
24,Q7486,Grammar,True
24,Q6016,Electricity & Magnetism,False
24,Q4645,Algebra,True
24,Q6702,Reading Comprehension,False
24,Q7593,Vocabulary,False
24,Q8085,Vocabulary,False
24,Q6201,Waves & Optics,False
24,Q2394,Statistics,True
24,Q7946,Vocabulary,False
25,Q3052,Algebra,False
25,Q3415,Algebra,False
25,Q4949,Geometry,True
25,Q7225,Vocabulary,True
25,Q8513,Vocabulary,True
25,Q6817,Reading Comprehension,False
25,Q5366,Algebra,True
25,Q3879,Algebra,False
25,Q4230,Algebra,False
25,Q7376,Vocabulary,True
25,Q4315,Algebra,False
25,Q7166,Vocabulary,True
25,Q3318,Algebra,True
25,Q8031,Vocabulary,True
25,Q2956,Statistics,False
26,Q3270,Algebra,True
26,Q3298,Algebra,True
26,Q4002,Algebra,True
26,Q8476,Grammar,False
26,Q2821,Algebra,True
26,Q7622,Vocabulary,False
26,Q7464,Vocabulary,False
26,Q3669,Algebra,True
26,Q2898,Algebra,False
26,Q8434,Vocabulary,False
26,Q3590,Algebra,False
26,Q6101,Inorganic,True
26,Q4963,Geometry,False
26,Q5416,Algebra,True
26,Q3519,Statistics,True
26,Q3340,Algebra,True
26,Q8251,Vocabulary,False
26,Q6350,Inorganic,True
26,Q6157,Physical Chemistry,False
26,Q7529,Vocabulary,False
26,Q5685,Algebra,True
26,Q8634,Vocabulary,True
27,Q6757,Reading Comprehension,True
27,Q5870,Algebra,True
27,Q8104,Vocabulary,False
27,Q6985,Grammar,True
27,Q5344,Algebra,True
27,Q5320,Statistics,True
27,Q8833,Vocabulary,False
27,Q5421,Geometry,True
27,Q3321,Statistics,True
27,Q3317,Statistics,True
27,Q5237,Algebra,True
27,Q6822,Reading Comprehension,True
27,Q8269,Vocabulary,False
27,Q3853,Statistics,False
27,Q2130,Geometry,True
27,Q6269,Inorganic,True
27,Q6980,Vocabulary,False
27,Q6573,Reading Comprehension,True
28,Q7428,Vocabulary,True
28,Q4591,Algebra,False
28,Q4284,Algebra,True
28,Q8605,Vocabulary,True
28,Q2821,Algebra,True
28,Q7080,Vocabulary,True
28,Q2771,Trigonometry,False
28,Q6260,Electricity & Magnetism,False
28,Q2329,Geometry,True
28,Q7250,Vocabulary,True
28,Q8375,Vocabulary,False
28,Q4453,Statistics,False
28,Q5687,Statistics,False
28,Q7796,Grammar,False
28,Q3274,Algebra,True
28,Q3695,Statistics,False
28,Q8579,Vocabulary,False
28,Q2341,Algebra,False
28,Q8288,Vocabulary,True
28,Q2690,Algebra,True
28,Q5166,Algebra,False
28,Q5084,Algebra,False
28,Q8101,Vocabulary,True
28,Q5384,Statistics,False
28,Q5560,Algebra,False
28,Q5478,Geometry,True
28,Q4505,Algebra,True
28,Q5751,Statistics,True
28,Q8092,Vocabulary,True
29,Q4555,Algebra,True
29,Q6597,Reading Comprehension,True
29,Q2799,Algebra,True
29,Q2813,Algebra,True
29,Q6019,Inorganic,False
29,Q2203,Algebra,True
29,Q7457,Vocabulary,True
29,Q8883,Trigonometry,False
29,Q2858,Algebra,True
29,Q7296,Vocabulary,False
29,Q2910,Algebra,True
29,Q6323,Inorganic,False
29,Q4138,Algebra,True
29,Q6694,Reading Comprehension,True
29,Q4620,Algebra,True
29,Q4381,Statistics,False
29,Q7962,Vocabulary,True
29,Q3192,Algebra,True
29,Q6724,Reading Comprehension,True
29,Q6250,Mechanics,False
29,Q7155,Vocabulary,False
30,Q6439,Reading Comprehension,True
30,Q2965,Algebra,False
30,Q4774,Algebra,False
30,Q7960,Vocabulary,True
30,Q3005,Algebra,False
30,Q2650,Algebra,False
30,Q5744,Algebra,False
30,Q6433,Reading Comprehension,True
30,Q5575,Algebra,False
30,Q6889,Vocabulary,True
30,Q2514,Statistics,False
30,Q7359,Grammar,False
30,Q5603,Algebra,True
30,Q5585,Statistics,False
30,Q2568,Algebra,True
30,Q8583,Vocabulary,True
30,Q8683,Vocabulary,True
30,Q3969,Algebra,False
30,Q2022,Geometry,True
30,Q7162,Vocabulary,True
30,Q4692,Statistics,True
30,Q6270,Electricity & Magnetism,True
30,Q2322,Statistics,False
30,Q7798,Vocabulary,False
31,Q5940,Inorganic,True
31,Q8379,Vocabulary,False
31,Q8172,Vocabulary,False
31,Q6699,Reading Comprehension,True
31,Q6936,Vocabulary,False
31,Q5930,Mechanics,True
31,Q3655,Statistics,True
31,Q4011,Algebra,True
31,Q5291,Statistics,False
31,Q2486,Algebra,True
31,Q3422,Algebra,True
31,Q6257,Inorganic,True
31,Q8261,Vocabulary,False
31,Q7293,Vocabulary,False
31,Q3013,Algebra,True
31,Q7064,Grammar,False
31,Q6890,Vocabulary,False
31,Q2754,Statistics,True
32,Q4893,Statistics,True
32,Q2999,Algebra,False
32,Q3252,Algebra,False
32,Q3007,Algebra,False
32,Q6902,Vocabulary,True
32,Q6195,Mechanics,True
32,Q3740,Statistics,True
32,Q5313,Algebra,True
32,Q3384,Algebra,False
32,Q5373,Trigonometry,False
32,Q6306,Electricity & Magnetism,True
32,Q3663,Algebra,False
32,Q5166,Algebra,True
32,Q8871,Vocabulary,False
32,Q6669,Reading Comprehension,False
32,Q7153,Vocabulary,False
32,Q3885,Algebra,False
32,Q3948,Algebra,False
32,Q6665,Reading Comprehension,False
32,Q4881,Algebra,False
32,Q3476,Statistics,True
32,Q7430,Vocabulary,False
32,Q7173,Vocabulary,True
32,Q7382,Grammar,False
33,Q8799,Vocabulary,False
33,Q8146,Vocabulary,False
33,Q2431,Statistics,False
33,Q4903,Algebra,False
33,Q5735,Algebra,False
33,Q5011,Statistics,True
33,Q4235,Statistics,False
33,Q4135,Algebra,False
33,Q3902,Algebra,False
33,Q6830,Reading Comprehension,True
33,Q6313,Mechanics,True
33,Q5803,Algebra,True
33,Q4838,Algebra,True
33,Q6271,Mechanics,False
33,Q6573,Reading Comprehension,False
33,Q3357,Algebra,False
34,Q3323,Algebra,True
34,Q8129,Grammar,False
34,Q2097,Geometry,True
34,Q8268,Grammar,False
34,Q3032,Algebra,True
34,Q4578,Algebra,True
34,Q3243,Statistics,False
34,Q4747,Statistics,True
34,Q6633,Reading Comprehension,False
34,Q3081,Geometry,False
34,Q8689,Vocabulary,True
34,Q5411,Algebra,True
34,Q7990,Vocabulary,False
34,Q4981,Algebra,True
34,Q8180,Vocabulary,True
34,Q5379,Algebra,True
34,Q7805,Vocabulary,False
34,Q6967,Vocabulary,False
34,Q6289,Inorganic,True
34,Q2870,Algebra,True
34,Q7704,Vocabulary,False
34,Q6809,Reading Comprehension,True
34,Q6066,Mechanics,False
34,Q5430,Algebra,True
35,Q5875,Algebra,False
35,Q5985,Inorganic,False
35,Q2987,Geometry,True
35,Q5972,Inorganic,True
35,Q8625,Vocabulary,False
35,Q5633,Statistics,True
35,Q2301,Algebra,False
35,Q6326,Mechanics,False
35,Q4734,Algebra,False
35,Q5578,Algebra,False
35,Q2202,Algebra,True
35,Q6191,Mechanics,True
35,Q5043,Algebra,False
35,Q8731,Vocabulary,False
35,Q5907,Electricity & Magnetism,False
35,Q6262,Mechanics,True
35,Q5096,Geometry,True
35,Q4279,Algebra,False
35,Q3977,Statistics,True
35,Q4229,Algebra,False
35,Q8531,Vocabulary,False
35,Q8422,Vocabulary,False
35,Q6508,Reading Comprehension,True
35,Q8359,Vocabulary,False
35,Q7911,Vocabulary,False
35,Q3415,Algebra,False
36,Q5503,Geometry,False
36,Q8096,Vocabulary,False
36,Q6593,Reading Comprehension,False
36,Q2558,Algebra,True
36,Q5606,Algebra,False
36,Q4306,Algebra,False
36,Q5602,Statistics,False
36,Q4913,Algebra,False
36,Q2890,Algebra,False
36,Q7252,Vocabulary,False
36,Q5622,Statistics,False
36,Q6135,Inorganic,True
36,Q7994,Vocabulary,False
36,Q4516,Statistics,True
36,Q8882,Geometry,False
36,Q7050,Vocabulary,False
36,Q8880,Geometry,False
36,Q4489,Algebra,False
37,Q7792,Vocabulary,False
37,Q2721,Statistics,True
37,Q2219,Algebra,True
37,Q7030,Grammar,False
37,Q8908,Vocabulary,False
37,Q4318,Algebra,False
37,Q7253,Vocabulary,False
37,Q6316,Inorganic,True
37,Q3948,Algebra,True
37,Q7017,Grammar,True
37,Q7591,Vocabulary,True
37,Q7113,Vocabulary,False
37,Q3328,Algebra,True
37,Q4980,Statistics,True
37,Q2021,Algebra,True
37,Q5273,Algebra,True
37,Q3361,Algebra,True
37,Q4624,Algebra,True
38,Q6174,Organic,True
38,Q5609,Statistics,False
38,Q4693,Geometry,False
38,Q8632,Vocabulary,True
38,Q6671,Reading Comprehension,True
38,Q5167,Algebra,True
38,Q6316,Inorganic,True
38,Q2197,Algebra,True
38,Q8102,Vocabulary,False
38,Q4406,Algebra,False
38,Q2826,Algebra,False
38,Q5559,Algebra,False
38,Q7388,Vocabulary,False
38,Q6635,Reading Comprehension,True
38,Q8928,Organic,True
38,Q3162,Statistics,False
38,Q6662,Reading Comprehension,True
38,Q2857,Algebra,False
38,Q5844,Algebra,False
38,Q4359,Algebra,True
38,Q8255,Vocabulary,True
39,Q4969,Algebra,False
39,Q7087,Vocabulary,False
39,Q4841,Statistics,True
39,Q5053,Algebra,False
39,Q2290,Algebra,True
39,Q6776,Reading Comprehension,False
39,Q6479,Reading Comprehension,True
39,Q7696,Vocabulary,False
39,Q8652,Grammar,True
39,Q6836,Reading Comprehension,False
39,Q5408,Algebra,True
39,Q5316,Statistics,True
39,Q5402,Algebra,False
39,Q6194,Electricity & Magnetism,False
39,Q4774,Algebra,False
39,Q5075,Algebra,True
39,Q5583,Algebra,True
39,Q6443,Reading Comprehension,True
39,Q8878,Geometry,False
39,Q3662,Statistics,True
39,Q4973,Statistics,True
39,Q5551,Algebra,False
39,Q4935,Algebra,True
39,Q4038,Algebra,True
40,Q7943,Vocabulary,True
40,Q7539,Vocabulary,False
40,Q4676,Algebra,True
40,Q2964,Statistics,True
40,Q5101,Algebra,True
40,Q5419,Algebra,True
40,Q5390,Statistics,False
40,Q3214,Statistics,True
40,Q2693,Algebra,True
40,Q7486,Grammar,False
40,Q8223,Vocabulary,True
40,Q2369,Algebra,True
40,Q2365,Algebra,True
40,Q3967,Algebra,False
40,Q3061,Statistics,False
41,Q2300,Statistics,True
41,Q5175,Algebra,True
41,Q7998,Vocabulary,False
41,Q5406,Algebra,True
41,Q7827,Vocabulary,False
41,Q5504,Statistics,True
41,Q6840,Reading Comprehension,False
41,Q7236,Vocabulary,False
41,Q5072,Algebra,True
41,Q5219,Algebra,True
41,Q5743,Statistics,True
41,Q3679,Statistics,False
41,Q5053,Algebra,True
41,Q3805,Geometry,False
41,Q7722,Vocabulary,False
41,Q3516,Statistics,True
41,Q6947,Vocabulary,False
41,Q5519,Algebra,True
41,Q5711,Algebra,False
41,Q3947,Statistics,False
41,Q8402,Vocabulary,False
41,Q8202,Vocabulary,False
41,Q2056,Algebra,False
41,Q8561,Vocabulary,False
41,Q5089,Statistics,False
41,Q8507,Vocabulary,False
42,Q6332,Inorganic,True
42,Q8721,Vocabulary,False
42,Q8781,Vocabulary,True
42,Q8590,Vocabulary,False
42,Q8774,Vocabulary,False
42,Q8596,Vocabulary,False
42,Q2101,Algebra,True
42,Q4263,Algebra,True
42,Q6568,Reading Comprehension,True
42,Q5492,Algebra,True
42,Q5334,Statistics,False
42,Q8433,Vocabulary,False
42,Q4418,Statistics,True
42,Q3894,Statistics,False
42,Q3176,Statistics,True
42,Q4629,Statistics,False
42,Q5849,Algebra,True
42,Q4829,Statistics,False
42,Q4954,Statistics,True
42,Q5978,Inorganic,False
42,Q7717,Vocabulary,False
42,Q7973,Vocabulary,False
42,Q3891,Algebra,True
43,Q4685,Algebra,False
43,Q6100,Inorganic,False
43,Q6043,Inorganic,True
43,Q7340,Vocabulary,True
43,Q4219,Statistics,True
43,Q4812,Algebra,False
43,Q5405,Geometry,True
43,Q7903,Vocabulary,True
43,Q5383,Statistics,False
43,Q3084,Algebra,False
43,Q3589,Statistics,False
43,Q3778,Algebra,False
43,Q5289,Algebra,False
43,Q2817,Algebra,False
43,Q6911,Vocabulary,False
43,Q7702,Vocabulary,False
43,Q4800,Algebra,False
43,Q4464,Algebra,False
43,Q3905,Algebra,False
43,Q3566,Geometry,False
43,Q5626,Statistics,False
43,Q5800,Algebra,False
43,Q3976,Algebra,False
43,Q8206,Vocabulary,True
